"anise (see also anise, star, and fennel)",sugar
"anise (see also anise, star, and fennel)",sweet potatoes
"anise (see also anise, star, and fennel)",tea
"anise (see also anise, star, and fennel)",vanilla
"anise (see also anise, star, and fennel)","vegetables, root"
"anise (see also anise, star, and fennel)",vietnamese cuisine
"anise (see also anise, star, and fennel)",walnuts
anise hyssop,season: late spring–summer
anise hyssop,taste: sweet
anise hyssop,weight: light–medium
anise hyssop,volume: quiet–moderate
anise hyssop,"berries, esp. blueberries"
anise hyssop,"fruits, esp. summer"
anise hyssop,"salads: fruit, green"
anise hyssop,"shellfish (e.g., shrimp)"
anise hyssop,"stone fruits (e.g., peaches)"
"anise, star","taste: sweet, bitter"
"anise, star",weight: medium
"anise, star",volume: moderate–loud
"anise, star",tips: add at the beginning of the cooking process. use in stir-fries.
"anise, star","baked goods (e.g., breads, pastries)"
"anise, star","chocolate, esp. milk"
"anise, star",curry powder (ingredient)
"anise, star","fruits, esp. tropical"
"anise, star","meats, esp. fatty"
"anise, star","pears, esp. poached"
"anise, star","pepper: black, szechuan"
"anise, star","plums, esp. poached"
"anise, star","stocks: beef, chicken"
"anise, star","vegetables, esp. root"
"anise, star","vietnamese cuisine (e.g.,pho)"
appetizers,tips: saltiness stimulates appetite.
apples,season: autumn
apples,"taste: sweet, astringent"
apples,function: cooling
apples,weight: medium
apples,volume: quiet–moderate
apples,"techniques: bake, caramelize, deep-fry (e.g., as fritters), grill, poach, raw, sauté, stew"
apples,"apricots: dried, jam, puree"
apples,"brandy, esp. apple"
apples,"cheese: camembert, cheddar, goat, gruyère"
apples,"cherries: dried, fresh"
apples,crème anglaise (sauce)
apples,"crust: pastry, pie"
apples,"currants, esp. black, and currant jelly"
apples,"french cuisine, esp. from normandy"
apples,"honey, esp. chestnut, wildflower"
apples,"lemon: juice, zest"
apples,"oil: canola, hazelnut, walnut"
apples,"onions, esp. green, red"
apples,"orange: juice, zest"
apples,"raisins, esp. seedless, white"
apples,"rum: dark, light"
apples,"salads: fruit, green"
apples,"sugar: brown, white"
apples,"vinegar: apple cider, raspberry"
apples,"wine: red, dry white"
apricots — in general,season: summer
apricots — in general,taste: sweet
apricots — in general,weight: medium
apricots — in general,volume: moderate
apricots — in general,"techniques: bake, grill, poach, raw, stew"
apricots — in general,"cheese (e.g., brie, reblochon, ricotta)"
apricots — in general,"custards (e.g., crème brûlée)"
apricots — in general,"ice cream, esp. vanilla"
apricots — in general,"lemon: juice, zest"
apricots — in general,"liqueurs: apricot, nut"
apricots — in general,mint (garnish)
apricots — in general,"onions, esp. yellow"
apricots — in general,"orange: juice, zest"
apricots — in general,"salads, esp. fruit, green"
apricots — in general,"sugar: brown, white"
apricots — in general,"tea: apple, apricot, earl grey"
apricots — in general,"wine: sweet, white"
"apricots, dried","techniques: poach, stew"
"apricots, dried","lemon: juice, zest"
"apricots, dried","orange: juice, zest"
"apricots, dried","wine, sweet white (e.g., muscat)"
argentinian cuisine (see also latin american cuisine),beef
argentinian cuisine (see also latin american cuisine),corn
argentinian cuisine (see also latin american cuisine),peaches
argentinian cuisine (see also latin american cuisine),pumpkin
argentinian cuisine (see also latin american cuisine),sweet potatoes
aroma,"when looking to make a big impact with aroma, turn to:"
artichokes,season: spring–early autumn
artichokes,weight: medium
artichokes,volume: moderate–loud
artichokes,"techniques: bake, boil, braise, broil, deep-fry, grill, raw, roast, sauté, steam, stew"
artichokes,"bell peppers, esp. roasted"
artichokes,"cheese: emmental, goat, gruyère, parmesan"
artichokes,"eggs: yolk, hard-boiled"
artichokes,"ham (e.g., serrano)"
artichokes,"lemon: confit, juice, zest"
artichokes,"nuts: cashews, hazelnuts, walnuts"
artichokes,"oil: hazelnut, peanut"
artichokes,"olives: black, niçoise"
artichokes,"onions, esp. sweet and yellow"
artichokes,"pepper: black, white"
artichokes,"shellfish (e.g., crab)"
artichokes,sugar (pinch)
artichokes,"vinegar: balsamic, rice, sherry, white wine"
"artichokes, jerusalem",season: autumn–spring
"artichokes, jerusalem",weight: medium
"artichokes, jerusalem",volume: moderate
"artichokes, jerusalem","techniques: bake, blanche, cream, fry, roast, sauté"
"artichokes, jerusalem","meats, esp. roasted"
"artichokes, jerusalem","oil: nut, sunflower seed"
arugula (see also lettuces — bitter greens and chicories),season: spring–summer
arugula (see also lettuces — bitter greens and chicories),taste: bitter
arugula (see also lettuces — bitter greens and chicories),weight: light–medium
arugula (see also lettuces — bitter greens and chicories),volume: moderate–loud
arugula (see also lettuces — bitter greens and chicories),"techniques: braise, raw (salads), sauté, soups, wilt"
arugula (see also lettuces — bitter greens and chicories),almonds
arugula (see also lettuces — bitter greens and chicories),basil
arugula (see also lettuces — bitter greens and chicories),"beans, white"
arugula (see also lettuces — bitter greens and chicories),"bell peppers, esp. red"
arugula (see also lettuces — bitter greens and chicories),"cheese: cabrales, feta, goat, mozzarella, parmesan"
arugula (see also lettuces — bitter greens and chicories),chicken
arugula (see also lettuces — bitter greens and chicories),cilantro
arugula (see also lettuces — bitter greens and chicories),clams
arugula (see also lettuces — bitter greens and chicories),corn
arugula (see also lettuces — bitter greens and chicories),cucumbers
arugula (see also lettuces — bitter greens and chicories),dill
arugula (see also lettuces — bitter greens and chicories),"eggs, esp. hard-boiled"
arugula (see also lettuces — bitter greens and chicories),endive
arugula (see also lettuces — bitter greens and chicories),fennel
arugula (see also lettuces — bitter greens and chicories),"fish (e.g., salmon, tuna)"
arugula (see also lettuces — bitter greens and chicories),garlic
arugula (see also lettuces — bitter greens and chicories),grapes
arugula (see also lettuces — bitter greens and chicories),italian cuisine
arugula (see also lettuces — bitter greens and chicories),lemon juice
arugula (see also lettuces — bitter greens and chicories),lettuces
arugula (see also lettuces — bitter greens and chicories),lovage
arugula (see also lettuces — bitter greens and chicories),mediterranean cuisine
arugula (see also lettuces — bitter greens and chicories),mesclun salad greens (key ingredient)
arugula (see also lettuces — bitter greens and chicories),mint
arugula (see also lettuces — bitter greens and chicories),mushrooms
arugula (see also lettuces — bitter greens and chicories),mussels
arugula (see also lettuces — bitter greens and chicories),nuts
arugula (see also lettuces — bitter greens and chicories),olive oil
arugula (see also lettuces — bitter greens and chicories),"olives, black"
arugula (see also lettuces — bitter greens and chicories),"oranges, esp. blood"
arugula (see also lettuces — bitter greens and chicories),pancetta
arugula (see also lettuces — bitter greens and chicories),parsley
arugula (see also lettuces — bitter greens and chicories),pasta
arugula (see also lettuces — bitter greens and chicories),pears
arugula (see also lettuces — bitter greens and chicories),pesto
arugula (see also lettuces — bitter greens and chicories),pine nuts
arugula (see also lettuces — bitter greens and chicories),potatoes
arugula (see also lettuces — bitter greens and chicories),prosciutto
arugula (see also lettuces — bitter greens and chicories),radicchio
arugula (see also lettuces — bitter greens and chicories),radishes
arugula (see also lettuces — bitter greens and chicories),risotto
arugula (see also lettuces — bitter greens and chicories),salads and salad greens
arugula (see also lettuces — bitter greens and chicories),"salt, esp. sea"
arugula (see also lettuces — bitter greens and chicories),shallots
arugula (see also lettuces — bitter greens and chicories),"shellfish (e.g., shrimp)"
arugula (see also lettuces — bitter greens and chicories),tomatoes
arugula (see also lettuces — bitter greens and chicories),tuna
arugula (see also lettuces — bitter greens and chicories),vinaigrettes
arugula (see also lettuces — bitter greens and chicories),"vinegar: balsamic, champagne,"
arugula (see also lettuces — bitter greens and chicories),"red wine, sherry, white wine"
arugula (see also lettuces — bitter greens and chicories),watercress
arugula (see also lettuces — bitter greens and chicories),flavor affinities
arugula (see also lettuces — bitter greens and chicories),arugula + balsamic vinegar + lemon + olive oil + parmesan cheese
arugula (see also lettuces — bitter greens and chicories),arugula + cabrales cheese + endive + grapes
arugula (see also lettuces — bitter greens and chicories),arugula + cucumber + feta cheese + mint
arugula (see also lettuces — bitter greens and chicories),arugula + endive + radicchio
arugula (see also lettuces — bitter greens and chicories),arugula + fennel + pears
arugula (see also lettuces — bitter greens and chicories),arugula + pears + prosciutto
asparagus,season: spring
asparagus,weight: light–medium
asparagus,volume: moderate
asparagus,"techniques: blanch, boil, deep-fry, grill, pan roast, simmer, steam, stir-fry"
asparagus,"cheese: chèvre, fontina, goat, muenster, parmesan, pecorino, ricotta, romano"
asparagus,"eggs and egg dishes (e.g., coddled, hard-boiled omelets)"
asparagus,"lemon: juice, zest"
asparagus,"mushrooms, esp. cremini, morels, shiitakes"
asparagus,"oil: hazelnut, peanut, sesame, truffle"
asparagus,"onions, esp. spring, yellow"
asparagus,"pepper: black, white"
asparagus,"salt: kosher, sea"
asparagus,"sauce: béchamel, brown butter, mornay"
asparagus,"stocks: chicken, vegetable"
asparagus,"vinaigrette: mustard, sherry"
asparagus,"vinegar: champagne, red wine, sherry, white wine"
asparagus,"wine, dry white (e.g., muscat)"
"asparagus, white",season: spring
"asparagus, white",weight: light
"asparagus, white",volume: quiet–moderate
"asparagus, white","techniques: blanch, boil, sauté, steam"
"asparagus, white","tips: covered to deprive it of sunlight while growing, white asparagus is lighter in flavor and"
"asparagus, white","eggs: whole, yolks"
"asparagus, white","mushrooms (e.g., cepes, morels, porcini)"
"asparagus, white","sauces: hollandaise, mayonnaise, romesco"
"asparagus, white",sugar (pinch)
"asparagus, white","vinegar: champagne, white"
"asparagus, white",taste: astringent
"asparagus, white",function: cooling
"asparagus, white",apples (astringent-sweet)
"asparagus, white","bananas, unripe (astringent-sweet)"
"asparagus, white",figs (astringent-sweet)
"asparagus, white","fruits: dried, raw, unripe"
"asparagus, white",grapes (astringent-sour-sweet)
"asparagus, white",peaches (astringent-sweet)
"asparagus, white",pears (astringent-sweet)
"asparagus, white",plums (astringent-sweet)
"asparagus, white",pomegranates (astringent-sour-sweet)
australian cuisine,"shellfish, esp. shrimp"
australian cuisine,note: akin to the “new american” cuisine that incorporates ingredients and techniques from
australian cuisine,"around the world, “mod oz” (modern australian) cuisine combines its british heritage with"
austrian cuisine,"meat, esp. beef or pork"
austrian cuisine,"soups, esp. with dumplings or noodles"
autumn,weather: typically cool
autumn,"techniques: braise, glaze, roast"
autumn,almonds (peak: october)
autumn,apples (peak: september–november)
autumn,artichokes (peak: september–october)
autumn,basil (peak: september)
autumn,beans (peak: september)
autumn,bell peppers (peak: september)
autumn,broccoli rabe (peak: july–december)
autumn,brussels sprouts (peak: november–february)
autumn,"cakes, esp. served warm"
autumn,cantaloupe (peak: june–september)
autumn,cardoons (peak: october)
autumn,celery root (peak: october–november)
autumn,chard (peak: june–december)
autumn,chestnuts (peak: october–november)
autumn,coconut (peak: october–november)
autumn,corn (peak: september)
autumn,cranberries (peak: september–december)
autumn,cucumbers (peak: september)
autumn,eggplant (peak: august–november)
autumn,figs (peak: september–october)
autumn,garlic (peak: september)
autumn,gooseberries (peak: june–september)
autumn,grapes (peak: september)
autumn,huckleberries (peak: august–september)
autumn,kale (peak: november–january)
autumn,kohlrabi (peak: september–november)
autumn,lovage (peak: september–october)
autumn,lychee nuts (peak: september–november)
autumn,"mushrooms: chanterelles (peak: april–october), porcini (peak: september–october)"
autumn,nectarines (peak: july–september)
autumn,okra (peak: july–september)
autumn,"oranges, blood (peak: november–february)"
autumn,oysters (peak: september–april)
autumn,partridge (peak: november–december)
autumn,passion fruit (peak: november–february)
autumn,pears (peak: july–october)
autumn,peas (peak: june–september)
autumn,persimmons (peak: october–january)
autumn,pheasant (peak: october–december)
autumn,pistachios (peak: september)
autumn,plums (peak: july–october)
autumn,pomegranates (peak: october–december)
autumn,pumpkins (peak: september–december)
autumn,quinces (peak: october–december)
autumn,salsify (peak: november–january)
autumn,"spices, warming (e.g., black peppercorns, cayenne, cinnamon, chili powder, clove, cumin,"
autumn,"mustard, etc.)"
autumn,"squash, winter (peak: october–december)"
autumn,sweet potatoes (peak: november–january)
autumn,tomatoes (peak: september)
autumn,watermelon (peak: july–september)
autumn,yams (peak: november)
autumn,zucchini (peak: june–october)
avocados,season: spring–summer
avocados,"botanical relatives: allspice, bay leaf"
avocados,weight: medium–heavy
avocados,volume: quiet
avocados,techniques: raw
avocados,tips: use to add richness to a dish.
avocados,"bell peppers, esp. red"
avocados,"chile peppers: chipotle, jalapeño, serrano"
avocados,"endive, esp. belgian"
avocados,"fruits, esp. tropical"
avocados,guacamole (key ingredient)
avocados,"lemon: juice, zest"
avocados,"onions, esp. red, spring, white"
avocados,"pepper: black, white"
avocados,"salads, esp. green, seafood"
avocados,"salt: kosher, sea"
avocados,"shellfish (e.g., shrimp)"
avocados,"smoked fish (e.g., trout)"
avocados,"stocks: chicken, vegetable"
avocados,"vinegar: balsamic, cider, tarragon, white wine"
bacon,taste: salty
bacon,weight: medium
bacon,volume: moderate
bacon,"techniques: broil, roast, sauté"
bacon,"beans (e.g., black, fava, green)"
bacon,"greens (e.g., arugula)"
bacon,"mushrooms, esp. chanterelles"
balance,"• tastes (e.g., sourness vs. saltiness; sweetness vs. bitterness)"
balance,"• richness (e.g., fat) vs. relief (e.g., acidity, bitterness)"
balance,"• temperatures (e.g., hot vs. cold)"
balance,"• textures (e.g., creamy vs. crunchy)"
bananas,season: winter
bananas,"taste: sweet, astringent"
bananas,function: cooling
bananas,weight: medium
bananas,volume: quiet
bananas,"techniques: bake, broil, caramelize, deep-fry, grill, poach, raw, sauté"
bananas,tips: sugar enhances the flavor of bananas.
bananas,"baked goods (e.g., muffins, quick breads)"
bananas,"chile peppers: habanero, jalapeño, serrano"
bananas,"chocolate: dark, white"
bananas,"mangoes: green, ripe"
bananas,"raspberries: red, black"
bananas,"sugar: brown, white"
barley,"taste: sweet, astringent"
barley,function: cooling
barley,techniques: simmer
barley,"mirepoix (carrots, celery, onions)"
barley,"mushrooms: cultivated, wild (e.g., shiitakes)"
barley,"stocks: chicken, vegetable"
"basil (see also basil, thai, and lemon basil)",season: summer
"basil (see also basil, thai, and lemon basil)",taste: sweet
"basil (see also basil, thai, and lemon basil)","weight: light, soft-leaved"
"basil (see also basil, thai, and lemon basil)",volume: mild–moderate
"basil (see also basil, thai, and lemon basil)",tips: add just before serving.
"basil (see also basil, thai, and lemon basil)",use to add a note of freshness to a dish.
"basil (see also basil, thai, and lemon basil)",apricots
"basil (see also basil, thai, and lemon basil)",asian cuisine
"basil (see also basil, thai, and lemon basil)","beans: green, white"
"basil (see also basil, thai, and lemon basil)","bell peppers, esp. red, roasted"
"basil (see also basil, thai, and lemon basil)",berries
"basil (see also basil, thai, and lemon basil)",blueberries
"basil (see also basil, thai, and lemon basil)",breads
"basil (see also basil, thai, and lemon basil)",broccoli
"basil (see also basil, thai, and lemon basil)",cambodian cuisine
"basil (see also basil, thai, and lemon basil)",capers
"basil (see also basil, thai, and lemon basil)",carrots
"basil (see also basil, thai, and lemon basil)","cheese: feta, goat, mozzarella, parmesan, pecorino, ricotta"
"basil (see also basil, thai, and lemon basil)",chicken
"basil (see also basil, thai, and lemon basil)",chile peppers
"basil (see also basil, thai, and lemon basil)",chives
"basil (see also basil, thai, and lemon basil)","chocolate, white"
"basil (see also basil, thai, and lemon basil)",cilantro
"basil (see also basil, thai, and lemon basil)",cinnamon
"basil (see also basil, thai, and lemon basil)",coconut milk
"basil (see also basil, thai, and lemon basil)",corn
"basil (see also basil, thai, and lemon basil)",crab
"basil (see also basil, thai, and lemon basil)",cream and ice cream
"basil (see also basil, thai, and lemon basil)",cucumber
"basil (see also basil, thai, and lemon basil)",custards
"basil (see also basil, thai, and lemon basil)",duck
"basil (see also basil, thai, and lemon basil)",eggplant
"basil (see also basil, thai, and lemon basil)","eggs and egg dishes (e.g., omelets)"
"basil (see also basil, thai, and lemon basil)",fennel
"basil (see also basil, thai, and lemon basil)","fish, esp. grilled or poached"
"basil (see also basil, thai, and lemon basil)",french cuisine
"basil (see also basil, thai, and lemon basil)",*garlic
"basil (see also basil, thai, and lemon basil)","ginger, fresh"
"basil (see also basil, thai, and lemon basil)",honey
"basil (see also basil, thai, and lemon basil)",italian cuisine
"basil (see also basil, thai, and lemon basil)",lamb
"basil (see also basil, thai, and lemon basil)","lemon, juice"
"basil (see also basil, thai, and lemon basil)",lemon verbena
"basil (see also basil, thai, and lemon basil)","lime, juice"
"basil (see also basil, thai, and lemon basil)",liver
"basil (see also basil, thai, and lemon basil)",marjoram
"basil (see also basil, thai, and lemon basil)",meats
"basil (see also basil, thai, and lemon basil)",mediterranean cuisine
"basil (see also basil, thai, and lemon basil)",mint
"basil (see also basil, thai, and lemon basil)",mussels
"basil (see also basil, thai, and lemon basil)","mustard: powder, seeds"
"basil (see also basil, thai, and lemon basil)",nectarines
"basil (see also basil, thai, and lemon basil)",olive oil
"basil (see also basil, thai, and lemon basil)",olives
"basil (see also basil, thai, and lemon basil)",onions
"basil (see also basil, thai, and lemon basil)",orange
"basil (see also basil, thai, and lemon basil)",oregano
"basil (see also basil, thai, and lemon basil)",parmesan cheese
"basil (see also basil, thai, and lemon basil)","parsley, flat-leaf"
"basil (see also basil, thai, and lemon basil)",pasta dishes and sauces
"basil (see also basil, thai, and lemon basil)",peaches
"basil (see also basil, thai, and lemon basil)",peas
"basil (see also basil, thai, and lemon basil)","pepper: black, white"
"basil (see also basil, thai, and lemon basil)",pesto (key ingredient)
"basil (see also basil, thai, and lemon basil)",pineapple
"basil (see also basil, thai, and lemon basil)",pine nuts
"basil (see also basil, thai, and lemon basil)",pizza
"basil (see also basil, thai, and lemon basil)",pork
"basil (see also basil, thai, and lemon basil)",potatoes
"basil (see also basil, thai, and lemon basil)",poultry
"basil (see also basil, thai, and lemon basil)",rabbit
"basil (see also basil, thai, and lemon basil)",raspberries
"basil (see also basil, thai, and lemon basil)",rice
"basil (see also basil, thai, and lemon basil)",rosemary
"basil (see also basil, thai, and lemon basil)",salads and salad dressings
"basil (see also basil, thai, and lemon basil)",salmon
"basil (see also basil, thai, and lemon basil)","salt: kosher, sea"
"basil (see also basil, thai, and lemon basil)",sauces
"basil (see also basil, thai, and lemon basil)",scallops
"basil (see also basil, thai, and lemon basil)",sea bass
"basil (see also basil, thai, and lemon basil)",shellfish
"basil (see also basil, thai, and lemon basil)",shrimp
"basil (see also basil, thai, and lemon basil)","soups, esp. asian, bean, chowder, vegetable"
"basil (see also basil, thai, and lemon basil)",soy sauce
"basil (see also basil, thai, and lemon basil)",spinach
"basil (see also basil, thai, and lemon basil)","squash, summer"
"basil (see also basil, thai, and lemon basil)",summer vegetables
"basil (see also basil, thai, and lemon basil)","thai cuisine (e.g., green curries)"
"basil (see also basil, thai, and lemon basil)",thyme
"basil (see also basil, thai, and lemon basil)",*tomatoes and tomato sauces
"basil (see also basil, thai, and lemon basil)",tuna
"basil (see also basil, thai, and lemon basil)",vanilla
"basil (see also basil, thai, and lemon basil)",veal
"basil (see also basil, thai, and lemon basil)","vegetables, esp. summer"
"basil (see also basil, thai, and lemon basil)",vietnamese cuisine
"basil (see also basil, thai, and lemon basil)",vinaigrettes
"basil (see also basil, thai, and lemon basil)","vinegar: balsamic, sherry"
"basil (see also basil, thai, and lemon basil)",watermelon
"basil (see also basil, thai, and lemon basil)",zucchini
